material_id,split
634712d0660f1387211bbf31,train
634712d1103349a28b1bce39,train
634712d1103349a28b1bce3b,train
634712d1103349a28b1bce3f,train
634712d1103349a28b1bce40,train
634712d1660f1387211bbf33,test
634712d1660f1387211bbf35,train
634712d1660f1387211bbf37,train
634712d2103349a28b1bce41,train
634712d2660f1387211bbf39,test
634712d2660f1387211bbf3b,test
634712d2660f1387211bbf3d,train
634712d3103349a28b1bce46,train
634712d3103349a28b1bce47,train
634712d3660f1387211bbf3f,train
634712d3660f1387211bbf41,train
634712d3660f1387211bbf43,train
634712d3660f1387211bbf45,train
634712d4103349a28b1bce4b,train
634712d4103349a28b1bce4c,train
634712d4103349a28b1bce4d,test
634712d4660f1387211bbf47,validation
634712d4660f1387211bbf49,validation
634712d4660f1387211bbf4b,test
634712d5103349a28b1bce51,test
634712d5103349a28b1bce52,train
634712d5103349a28b1bce53,train
634712d5103349a28b1bce57,train
634712d5103349a28b1bce58,validation
634712d5103349a28b1bce59,train
634712d5660f1387211bbf4d,train
634712d5660f1387211bbf4f,train
634712d5660f1387211bbf51,train
634712d6103349a28b1bce5d,test
634712d6103349a28b1bce5e,train
634712d6103349a28b1bce5f,train
634712d6660f1387211bbf53,test
634712d6660f1387211bbf55,train
634712d7103349a28b1bce63,train
634712d7103349a28b1bce64,train
634712d7103349a28b1bce69,test
634712d7103349a28b1bce6a,validation
634712d7103349a28b1bce6b,train
634712d7660f1387211bbf57,train
634712d7660f1387211bbf59,train
634712d7660f1387211bbf5b,test
634712d7660f1387211bbf5d,train
634712d8103349a28b1bce6f,train
63471306103349a28b1bcfd5,train
63471306660f1387211bc097,test
63471306660f1387211bc099,train
63471307103349a28b1bcfd9,test
63471307103349a28b1bcfda,train
63471307103349a28b1bcfdb,train
63471307103349a28b1bcfe0,train
63471307103349a28b1bcfe1,train
63471307660f1387211bc09b,test
63471307660f1387211bc09d,train
63471307660f1387211bc09f,train
63471308103349a28b1bcfe5,train
63471308103349a28b1bcfe6,train
63471308103349a28b1bcfe7,train
63471308103349a28b1bcfeb,train
63471308103349a28b1bcfec,train
63471308103349a28b1bcfed,train
63471308660f1387211bc0a1,test
63471308660f1387211bc0a3,validation
63471308660f1387211bc0a5,train
63471308660f1387211bc0a7,train
63471309103349a28b1bcff1,train
63471309103349a28b1bcff2,train
63471309103349a28b1bcff3,train
63471309660f1387211bc0a9,test
63471309660f1387211bc0ab,train
6347130a103349a28b1bcff7,train
6347130a103349a28b1bcff8,test
6347130a103349a28b1bcffa,validation
6347130a103349a28b1bcffd,train
6347130a103349a28b1bcffe,test
6347130a660f1387211bc0ad,train
6347130a660f1387211bc0af,train
6347130a660f1387211bc0b1,train
6347130b103349a28b1bd000,test
6347130b103349a28b1bd003,train
6347130b103349a28b1bd004,train
6347130b660f1387211bc0b5,train
6347130b660f1387211bc0b7,train
6347130b660f1387211bc0bb,validation
6347130c103349a28b1bd009,train
6347130c103349a28b1bd00b,train
6347130c103349a28b1bd00c,train
6347130c660f1387211bc0bd,train
6347130c660f1387211bc0bf,train
6347130c660f1387211bc0c1,train
6347130d103349a28b1bd00e,test
6347130d103349a28b1bd011,train
6347130d103349a28b1bd012,train
6347130d103349a28b1bd014,validation
6347130d660f1387211bc0c3,train
6347130e103349a28b1bd017,train
6347130e103349a28b1bd01a,train
6347130e103349a28b1bd01c,train
6347130e103349a28b1bd01e,train
6347130e660f1387211bc0c5,train
6347130e660f1387211bc0c7,test
6347130e660f1387211bc0c9,train
6347130e660f1387211bc0cb,train
6347130f103349a28b1bd020,train
6347130f103349a28b1bd022,train
6347130f103349a28b1bd024,train
6347130f660f1387211bc0cd,train
6347130f660f1387211bc0cf,train
6347130f660f1387211bc0d1,train
6347130f660f1387211bc0d3,test
63471310103349a28b1bd026,train
63471310660f1387211bc0d5,train
63471310660f1387211bc0d7,train
63471310660f1387211bc0d9,train
63471310660f1387211bc0db,test
63471310660f1387211bc0dd,train
63471311103349a28b1bd028,train
63471311103349a28b1bd02a,train
63471311103349a28b1bd02c,train
63471311660f1387211bc0df,validation
63471311660f1387211bc0e3,validation
63471312103349a28b1bd02e,train
63471312103349a28b1bd030,train
63471312103349a28b1bd032,train
63471312103349a28b1bd034,train
63471312103349a28b1bd036,test
63471312660f1387211bc0e5,train
63471312660f1387211bc0e7,train
63471313103349a28b1bd038,train
63471313103349a28b1bd03a,train
63471313103349a28b1bd03c,train
63471313660f1387211bc0e9,train
63471313660f1387211bc0eb,test
63471313660f1387211bc0ed,train
63471313660f1387211bc0ef,train
63471314103349a28b1bd040,train
63471314103349a28b1bd042,train
63471314103349a28b1bd045,train
63471314103349a28b1bd046,train
63471314103349a28b1bd048,validation
63471314660f1387211bc0f3,validation
63471315103349a28b1bd04b,train
63471315103349a28b1bd04c,train
63471315103349a28b1bd04d,train
63471315660f1387211bc0f5,train
63471315660f1387211bc0f9,validation
63471316103349a28b1bd051,train
63471316103349a28b1bd053,validation
63471316660f1387211bc0fb,train
63471317103349a28b1bd057,train
63471317103349a28b1bd058,train
63471317103349a28b1bd059,train
63471317103349a28b1bd05d,train
63471317103349a28b1bd05e,train
63471317103349a28b1bd05f,train
63471317660f1387211bc0ff,train
63471317660f1387211bc101,train
63471317660f1387211bc103,train
63471317660f1387211bc105,train
63471318103349a28b1bd063,train
63471318103349a28b1bd064,test
63471318660f1387211bc107,train
63471318660f1387211bc109,train
63471318660f1387211bc10b,train
63471319103349a28b1bd065,train
63471319103349a28b1bd069,train
63471319103349a28b1bd06a,train
63471319103349a28b1bd06b,train
63471319660f1387211bc10f,train
63471319660f1387211bc111,validation
63471319660f1387211bc113,train
6347131a103349a28b1bd06f,train
63470550660f1387211b6504,train
63470550660f1387211b6505,validation
63470550660f1387211b6508,train
63470550660f1387211b6509,test
63470551103349a28b1b64d0,train
63470551103349a28b1b64d4,train
63470551660f1387211b650c,train
63470551660f1387211b650d,test
63470551660f1387211b6510,train
63470551660f1387211b6511,validation
63470552103349a28b1b64d8,train
63470552103349a28b1b64d9,train
63470552660f1387211b6514,test
63470552660f1387211b6515,train
63470552660f1387211b6518,train
63470552660f1387211b6519,train
63470553103349a28b1b64dc,train
63470553103349a28b1b64de,train
63470553103349a28b1b64e0,train
63470553103349a28b1b64e1,train
63470553660f1387211b651c,train
63470553660f1387211b651d,train
63470553660f1387211b6520,train
63470553660f1387211b6521,test
63470554103349a28b1b64e4,train
63470554103349a28b1b64e5,test
63470554103349a28b1b64e8,train
63470554103349a28b1b64e9,train
63470554660f1387211b6524,train
63470554660f1387211b6525,train
63470554660f1387211b6528,train
63470554660f1387211b6529,train
63470555103349a28b1b64ec,train
63470555103349a28b1b64ed,test
63470555103349a28b1b64f0,train
63470555103349a28b1b64f1,train
63470555103349a28b1b64f4,train
63470555103349a28b1b64f5,train
63470555660f1387211b652c,test
63470555660f1387211b6530,train
63470555660f1387211b6531,test
63470556103349a28b1b64f8,train
63470556103349a28b1b64fc,test
63470556103349a28b1b64fd,train
63470556660f1387211b6534,train
63470556660f1387211b6535,validation
63470556660f1387211b6538,train
63470556660f1387211b6539,test
63470556660f1387211b653c,train
63470556660f1387211b653d,validation
63470557103349a28b1b6500,train
63470557103349a28b1b6501,train
63470557660f1387211b6540,validation
63470557660f1387211b6541,validation
63470558103349a28b1b6504,train
63470558103349a28b1b6505,train
63470558103349a28b1b6508,train
63470558103349a28b1b6509,train
63470558103349a28b1b650c,train
63470558660f1387211b6544,train
63470558660f1387211b6545,train
63470558660f1387211b6548,train
63470558660f1387211b6549,train
63470559103349a28b1b650d,test
63470559103349a28b1b6510,train
63470559660f1387211b654c,train
63470559660f1387211b654d,train
63470559660f1387211b6551,train
6347055a103349a28b1b6514,train
6347055a103349a28b1b6515,validation
6347055a660f1387211b6555,validation
6347055a660f1387211b6558,train
6347055a660f1387211b6559,train
6347055b103349a28b1b6518,train
6347055b103349a28b1b6519,train
6347055b103349a28b1b651c,train
6347055b103349a28b1b651d,train
6347055b103349a28b1b6520,train
6347055b660f1387211b655c,train
6347055b660f1387211b655d,train
6347055b660f1387211b6560,train
6347055b660f1387211b6561,validation
6347055c103349a28b1b6521,train
6347055c103349a28b1b6524,train
6347055c103349a28b1b6525,validation
6347055c103349a28b1b6528,train
6347055c103349a28b1b6529,train
6347055c660f1387211b6564,validation
6347055c660f1387211b6565,train
6347055c660f1387211b6568,validation
6347055c660f1387211b6569,train
6347055d103349a28b1b652c,train
6347055d103349a28b1b6530,test
6347055d103349a28b1b6531,train
6347055d660f1387211b656c,train
6347055d660f1387211b656d,train
6347055d660f1387211b6570,test
6347055d660f1387211b6571,train
6347055e103349a28b1b6534,train
6347055e103349a28b1b6535,train
6347055e103349a28b1b6538,train
6347055e660f1387211b6574,validation
6347055e660f1387211b6575,train
6347055f103349a28b1b6539,train
6347055f103349a28b1b653c,train
6347055f103349a28b1b653d,train
6347055f103349a28b1b6540,train
6347055f660f1387211b6578,train
6347055f660f1387211b6579,train
6347055f660f1387211b657c,train
6347055f660f1387211b657d,train
63470560103349a28b1b6541,train
63470560103349a28b1b6544,train
63470560103349a28b1b6545,train
63470560103349a28b1b6548,train
63470560103349a28b1b6549,train
63470560660f1387211b6580,train
63470560660f1387211b6581,train
63470561103349a28b1b654c,train
634d89f049b0ce94eb0d3ab0,train
634d89f049b0ce94eb0d3ab2,train
634d89f049b0ce94eb0d3ab6,train
634d89f049b0ce94eb0d3ab7,train
634d89f049b0ce94eb0d3abb,train
634d89f049b0ce94eb0d3abc,train
634d89f0d6d16c71eb0d3b17,train
634d89f0d6d16c71eb0d3b19,validation
634d89f0d6d16c71eb0d3b1b,train
634d89f149b0ce94eb0d3abd,train
634d89f149b0ce94eb0d3ac1,train
634d89f149b0ce94eb0d3ac2,train
634d89f149b0ce94eb0d3ac3,test
634d89f1d6d16c71eb0d3b1f,train
634d89f1d6d16c71eb0d3b21,train
634d89f1d6d16c71eb0d3b23,train
634d89f249b0ce94eb0d3ac7,train
634d89f249b0ce94eb0d3ac8,train
634d89f249b0ce94eb0d3ac9,train
634d89f249b0ce94eb0d3acd,train
634d89f249b0ce94eb0d3ace,test
634d89f249b0ce94eb0d3acf,train
634d89f2d6d16c71eb0d3b25,train
634d89f2d6d16c71eb0d3b27,train
634d89f2d6d16c71eb0d3b29,train
634d89f2d6d16c71eb0d3b2b,train
634d89f3d6d16c71eb0d3b2d,train
634d89f3d6d16c71eb0d3b2f,validation
634d89f3d6d16c71eb0d3b31,train
634d89f3d6d16c71eb0d3b33,train
634d89f449b0ce94eb0d3ad3,train
634d89f449b0ce94eb0d3ad4,train
634d89f449b0ce94eb0d3ad5,test
634d89f449b0ce94eb0d3ad9,train
634d89f449b0ce94eb0d3ada,train
634d89f449b0ce94eb0d3adb,train
634d89f4d6d16c71eb0d3b37,train
634d89f4d6d16c71eb0d3b39,train
634d89f4d6d16c71eb0d3b3b,train
634d89f549b0ce94eb0d3adf,train
634d89f549b0ce94eb0d3ae0,train
634d89f549b0ce94eb0d3ae1,train
634d89f5d6d16c71eb0d3b3d,train
634d89f5d6d16c71eb0d3b3f,train
634d89f5d6d16c71eb0d3b41,train
634d89f5d6d16c71eb0d3b43,train
634d89f5d6d16c71eb0d3b45,train
634d89f649b0ce94eb0d3ae5,train
634d89f649b0ce94eb0d3ae6,train
634d89f649b0ce94eb0d3aeb,train
634d89f649b0ce94eb0d3aec,train
634d89f649b0ce94eb0d3aed,validation
634d89f6d6d16c71eb0d3b49,train
634d89f6d6d16c71eb0d3b4b,train
634d89f6d6d16c71eb0d3b4d,train
634d89f749b0ce94eb0d3af2,train
634d89f749b0ce94eb0d3af3,test
634d89f749b0ce94eb0d3af8,train
634d89f749b0ce94eb0d3af9,test
634d89f7d6d16c71eb0d3b4f,test
634d89f7d6d16c71eb0d3b51,test
634d89f7d6d16c71eb0d3b53,train
634d89f7d6d16c71eb0d3b55,validation
634d89f7d6d16c71eb0d3b57,validation
634d89f849b0ce94eb0d3afd,train
634d89f849b0ce94eb0d3afe,train
634d89f849b0ce94eb0d3aff,train
634d89f849b0ce94eb0d3b03,test
634d89f849b0ce94eb0d3b04,train
634d89f849b0ce94eb0d3b09,train
634d89f849b0ce94eb0d3b0a,train
634d89f8d6d16c71eb0d3b59,train
634d89f8d6d16c71eb0d3b5b,train
634d89f8d6d16c71eb0d3b5d,train
634d89f949b0ce94eb0d3b0f,train
634d89f949b0ce94eb0d3b10,train
634d89f949b0ce94eb0d3b11,train
634d89f949b0ce94eb0d3b15,test
634d89f949b0ce94eb0d3b16,train
634d89f949b0ce94eb0d3b17,train
634d89fa49b0ce94eb0d3b1b,validation
634d89fa49b0ce94eb0d3b1c,train
634d89fa49b0ce94eb0d3b1d,train
634d89fa49b0ce94eb0d3b21,train
634d89fa49b0ce94eb0d3b22,train
634d89fa49b0ce94eb0d3b23,train
634d89fa49b0ce94eb0d3b27,train
634d89fa49b0ce94eb0d3b29,train
634d89fa49b0ce94eb0d3b2a,train
634d89fb49b0ce94eb0d3b2d,test
634d89fb49b0ce94eb0d3b2f,train
634d89fb49b0ce94eb0d3b30,train
634d89fb49b0ce94eb0d3b32,train
634d89fb49b0ce94eb0d3b34,validation
634d89fb49b0ce94eb0d3b36,train
634d89fb49b0ce94eb0d3b3a,train
634d89fb49b0ce94eb0d3b3c,train
634d89fc49b0ce94eb0d3b3e,train
634d89fc49b0ce94eb0d3b41,train
634d89fc49b0ce94eb0d3b43,test
634d89fc49b0ce94eb0d3b47,test
634d89fc49b0ce94eb0d3b49,test
634d89fd49b0ce94eb0d3b4b,train
634d89fd49b0ce94eb0d3b4d,test
634d8d5349b0ce94eb0d3b51,train
634d8d5349b0ce94eb0d3b53,train
634d8d53d6d16c71eb0d3b5f,train
634d8d5449b0ce94eb0d3b57,train
634d8d5449b0ce94eb0d3b58,train
634d8d5449b0ce94eb0d3b59,train
634d8d5449b0ce94eb0d3b5d,validation
634d8d54d6d16c71eb0d3b63,train
634d8d54d6d16c71eb0d3b65,train
634d8d5549b0ce94eb0d3b5e,train
63470cc2103349a28b1b9d8c,train
63470cc2660f1387211b97bc,train
63470cc3103349a28b1b9d8d,train
63470cc3103349a28b1b9d91,test
63470cc3103349a28b1b9d94,train
63470cc3660f1387211b97be,train
63470cc3660f1387211b97c0,train
63470cc3660f1387211b97c2,train
63470cc3660f1387211b97c4,validation
63470cc3660f1387211b97c6,train
63470cc4103349a28b1b9d95,train
63470cc4103349a28b1b9d98,train
63470cc4103349a28b1b9d99,train
63470cc4660f1387211b97c7,train
63470cc4660f1387211b97ca,train
63470cc4660f1387211b97cb,train
63470cc4660f1387211b97ce,train
63470cc5103349a28b1b9d9c,train
63470cc5103349a28b1b9da0,validation
63470cc5103349a28b1b9da1,test
63470cc5660f1387211b97cf,train
63470cc5660f1387211b97d2,validation
63470cc6103349a28b1b9da4,train
63470cc6103349a28b1b9da5,train
63470cc6103349a28b1b9da8,train
63470cc6103349a28b1b9da9,validation
63470cc6660f1387211b97d3,train
63470cc6660f1387211b97d6,train
63470cc6660f1387211b97d7,train
63470cc7103349a28b1b9dac,train
63470cc7103349a28b1b9dad,train
63470cc7660f1387211b97da,train
63470cc7660f1387211b97dc,train
63470cc7660f1387211b97de,train
63470cc7660f1387211b97e4,train
63470cc8103349a28b1b9db0,validation
63470cc8103349a28b1b9db1,test
63470cc8103349a28b1b9db4,train
63470cc8103349a28b1b9db5,train
63470cc8660f1387211b97e6,train
63470cc8660f1387211b97e8,train
63470cc8660f1387211b97ea,train
63470cc8660f1387211b97ec,train
63470cc9103349a28b1b9db8,train
63470cc9103349a28b1b9dbc,train
63470cc9103349a28b1b9dbd,train
63470cc9660f1387211b97ee,train
63470cc9660f1387211b97f0,train
63470cc9660f1387211b97f4,train
63470cc9660f1387211b97f6,train
63470cca103349a28b1b9dc0,train
63470cca103349a28b1b9dc1,train
63470cca103349a28b1b9dc4,train
63470cca660f1387211b97f8,train
63470cca660f1387211b97fa,validation
63470cca660f1387211b97fc,train
63470cca660f1387211b97fe,test
63470ccb103349a28b1b9dc8,train
63470ccb103349a28b1b9dc9,train
63470ccb103349a28b1b9dcc,train
63470ccb103349a28b1b9dcd,train
63470ccb660f1387211b9802,train
63470ccb660f1387211b9804,test
63470ccb660f1387211b9805,train
63470ccb660f1387211b9808,test
63470ccc103349a28b1b9dd4,train
63470ccc103349a28b1b9dd5,train
63470ccc660f1387211b9809,train
63470ccc660f1387211b980c,train
63470ccc660f1387211b9810,train
63470ccd103349a28b1b9dd8,train
63470ccd103349a28b1b9dd9,train
63470ccd103349a28b1b9ddc,train
63470ccd660f1387211b9811,train
63470ccd660f1387211b9814,train
63470ccd660f1387211b9815,train
63470ccd660f1387211b9818,train
63470ccd660f1387211b9819,train
63470cce103349a28b1b9ddd,train
63470cce103349a28b1b9de0,train
63470cce103349a28b1b9de1,train
63470cce103349a28b1b9de4,train
63470cce103349a28b1b9de5,train
63470cce660f1387211b981c,validation
63470cce660f1387211b981d,validation
63470cce660f1387211b9820,train
63470cce660f1387211b9821,train
63470ccf103349a28b1b9de8,train
63470ccf103349a28b1b9de9,test
63470ccf103349a28b1b9dec,train
63470ccf103349a28b1b9ded,train
63470ccf660f1387211b9824,train
63470ccf660f1387211b9825,train
63470ccf660f1387211b9828,train
63470ccf660f1387211b9829,train
63470cd0103349a28b1b9df0,train
63470cd0103349a28b1b9df1,train
63470cd0660f1387211b982c,train
63470cd0660f1387211b982d,test
63470cd0660f1387211b9830,train
63470cd0660f1387211b9831,train
63470cd1103349a28b1b9df4,train
63470cd1103349a28b1b9df5,train
63470cd1103349a28b1b9df8,train
63470cd1103349a28b1b9df9,train
63470cd1660f1387211b9834,train
63470cd1660f1387211b9835,train
63470cd1660f1387211b9838,train
63470cd1660f1387211b9839,train
63470cd2103349a28b1b9dfc,train
63470cd2103349a28b1b9dfd,train
63470cd2103349a28b1b9e00,train
63470cd2103349a28b1b9e01,train
63470cd2660f1387211b983c,train
63470cd2660f1387211b983d,train
63470cd2660f1387211b9841,train
63470cd3103349a28b1b9e04,test
63470cd3103349a28b1b9e05,train
63470cd3660f1387211b9844,train
63470cd3660f1387211b9845,train
63470cd3660f1387211b9848,train
63470cd3660f1387211b9849,train
63470cd4103349a28b1b9e08,train
63470cd4103349a28b1b9e09,test
63470cd4103349a28b1b9e0c,train
63470cd4103349a28b1b9e0d,test
63470cd4660f1387211b984c,train
63470cd4660f1387211b984d,validation
634d9347d6d16c71eb0d61fb,train
634d9347d6d16c71eb0d61fd,train
634d934849b0ce94eb0d7121,train
634d934849b0ce94eb0d7122,train
634d934849b0ce94eb0d7124,train
634d934849b0ce94eb0d7127,train
634d934849b0ce94eb0d7128,train
634d9348d6d16c71eb0d61ff,validation
634d9348d6d16c71eb0d6201,train
634d9348d6d16c71eb0d6203,train
634d9348d6d16c71eb0d6205,validation
634d934949b0ce94eb0d7130,train
634d934949b0ce94eb0d7133,validation
634d934949b0ce94eb0d7135,train
634d934949b0ce94eb0d7136,test
634d9349d6d16c71eb0d6207,train
634d9349d6d16c71eb0d6209,validation
634d9349d6d16c71eb0d620b,test
634d9349d6d16c71eb0d620d,validation
634d9349d6d16c71eb0d620f,train
634d934a49b0ce94eb0d7139,train
634d934a49b0ce94eb0d713b,train
634d934a49b0ce94eb0d713c,train
634d934a49b0ce94eb0d713e,train
634d934ad6d16c71eb0d6211,train
634d934ad6d16c71eb0d6213,train
634d934ad6d16c71eb0d6215,train
634d934ad6d16c71eb0d6217,test
634d934b49b0ce94eb0d7141,train
634d934b49b0ce94eb0d7144,validation
634d934b49b0ce94eb0d7147,train
634d934b49b0ce94eb0d7148,train
634d934b49b0ce94eb0d7149,train
634d934bd6d16c71eb0d6219,train
634d934bd6d16c71eb0d621b,train
634d934bd6d16c71eb0d621d,train
634d934bd6d16c71eb0d621f,train
634d934bd6d16c71eb0d6221,train
634d934c49b0ce94eb0d714d,train
634d934c49b0ce94eb0d714e,train
634d934c49b0ce94eb0d714f,train
634d934c49b0ce94eb0d7153,validation
634d934c49b0ce94eb0d7154,test
634d934cd6d16c71eb0d6223,train
634d934cd6d16c71eb0d6225,train
634d934cd6d16c71eb0d6227,train
634d934d49b0ce94eb0d7159,train
634d934d49b0ce94eb0d715a,train
634d934d49b0ce94eb0d715b,train
634d934dd6d16c71eb0d622b,validation
634d934dd6d16c71eb0d622f,test
634d934e49b0ce94eb0d715f,train
634d934e49b0ce94eb0d7160,train
634d934e49b0ce94eb0d7161,train
634d934e49b0ce94eb0d7165,train
634d934e49b0ce94eb0d7166,train
634d934e49b0ce94eb0d7167,train
634d934e49b0ce94eb0d716b,train
634d934e49b0ce94eb0d716c,validation
634d934e49b0ce94eb0d716d,train
634d934ed6d16c71eb0d6233,train
634d934ed6d16c71eb0d6235,train
634d934ed6d16c71eb0d6237,train
634d934ed6d16c71eb0d6239,train
634d934f49b0ce94eb0d7173,train
634d934f49b0ce94eb0d7177,train
634d934f49b0ce94eb0d7178,train
634d934fd6d16c71eb0d623d,train
634d934fd6d16c71eb0d623f,train
634d934fd6d16c71eb0d6241,train
634d934fd6d16c71eb0d6243,train
634d9350d6d16c71eb0d6245,test
634d9350d6d16c71eb0d6247,train
634d9350d6d16c71eb0d6249,validation
634d935149b0ce94eb0d717d,train
634d935149b0ce94eb0d717e,train
634d935149b0ce94eb0d717f,train
634d935149b0ce94eb0d7183,train
634d935149b0ce94eb0d7184,train
634d935149b0ce94eb0d7185,validation
634d9351d6d16c71eb0d624b,train
634d9351d6d16c71eb0d624d,test
634d9351d6d16c71eb0d624f,validation
634d935249b0ce94eb0d7189,validation
634d935249b0ce94eb0d718b,train
634d935249b0ce94eb0d718f,train
634d935249b0ce94eb0d7190,validation
634d935249b0ce94eb0d7191,train
634d9352d6d16c71eb0d6251,train
634d9352d6d16c71eb0d6253,train
634d9352d6d16c71eb0d6255,train
634d935349b0ce94eb0d7195,train
634d935349b0ce94eb0d7196,test
634d935349b0ce94eb0d719b,train
634d935349b0ce94eb0d719c,train
634d935349b0ce94eb0d719d,validation
634d9353d6d16c71eb0d6259,train
634d9353d6d16c71eb0d625b,train
634d9353d6d16c71eb0d625d,train
