material_id,structure_id,identifier,formula,a1_element,a2_element,b1_element,b2_element,a1_oxidation_state,a2_oxidation_state,b1_oxidation_state,b2_oxidation_state,goldschmidt_t,bartel_tau,formation_energy_per_atom,decomposition_energy_per_atom,is_perovskite,near_stable,site_group,data_source
63470328660f1387211b5439,63470327660f1387211b5437,CaCeEuSbO6,CaCeEuSbO6,Ca,Ce,Eu,Sb,2.0,3.0,2.0,5.0,0.847909,4.45673,-3.01443,0.118778,True,False,A:Ca-Ce|B:Eu-Sb,Multinary_Oxides
63470328660f1387211b543c,63470328660f1387211b543a,CePrLiSbO6,CePrLiSbO6,Ce,Pr,Li,Sb,3.0,3.0,1.0,5.0,0.904111,2.07379,-2.99494,0.110306,True,False,A:Ce-Pr|B:Li-Sb,Multinary_Oxides
63470328660f1387211b543d,63470328660f1387211b543b,InSnAlCoO6,InSnAlCoO6,In,Sn,Al,Co,3.0,2.0,3.0,4.0,0.890973,3.69079,-2.1634,0.130779,True,False,A:In-Sn|B:Al-Co,Multinary_Oxides
63470329103349a28b1b53eb,63470329103349a28b1b53e9,HfSrAl2O6,HfSrAl2O6,Hf,Sr,Al,Al,4.0,2.0,3.0,3.0,0.926365,2.07887,-3.53228,0.134434,True,False,A:Hf-Sr|B:Al-Al,Multinary_Oxides
63470329660f1387211b5440,63470329660f1387211b543e,BaK_CrZrO6,BaKCrZrO6,Ba,K,Cr,Zr,2.0,1.0,5.0,4.0,1.06683,4.14177,-2.68523,0.208906,True,False,A:Ba-K|B:Cr-Zr,Multinary_Oxides
63470329660f1387211b5441,63470329660f1387211b543f,CeEuCoNaO6,CeEuCoNaO6,Ce,Eu,Co,Na,4.0,3.0,4.0,1.0,0.82252,3.08892,-2.52696,0.106769,True,False,A:Ce-Eu|B:Co-Na,Multinary_Oxides
63470329660f1387211b5444,63470329660f1387211b5442,FeSmAlV_O6,FeSmAlVO6,Fe,Sm,Al,V,2.0,2.0,3.0,5.0,0.919695,4.28116,-2.56348,0.385082,True,False,A:Fe-Sm|B:Al-V,Multinary_Oxides
6347032a103349a28b1b53f2,63470329103349a28b1b53f0,GdZnAlW_O6,GdZnAlWO6,Gd,Zn,Al,W,3.0,2.0,3.0,4.0,0.850829,4.19104,-2.7543,0.118081,True,False,A:Gd-Zn|B:Al-W,Multinary_Oxides
6347032a103349a28b1b53f3,6347032a103349a28b1b53f1,EuZrCrFeO6,EuZrCrFeO6,Eu,Zr,Cr,Fe,2.0,4.0,4.0,2.0,0.86291,2.79769,-2.83016,0.0423595,True,True,A:Eu-Zr|B:Cr-Fe,Multinary_Oxides
6347032a103349a28b1b53f6,6347032a103349a28b1b53f4,CeEuLaSeO6,CeEuLaSeO6,Ce,Eu,La,Se,3.0,2.0,3.0,4.0,0.896126,3.37509,-2.78942,0.412712,True,False,A:Ce-Eu|B:La-Se,Multinary_Oxides
6347032a103349a28b1b53f7,6347032a103349a28b1b53f5,MnSmSeZnO6,MnSmSeZnO6,Mn,Sm,Se,Zn,2.0,2.0,6.0,2.0,0.907097,4.23104,-2.0923,0.213271,True,False,A:Mn-Sm|B:Se-Zn,Multinary_Oxides
6347032a660f1387211b5446,63470329660f1387211b5443,LaZrCrNaO6,LaZrCrNaO6,La,Zr,Cr,Na,3.0,4.0,4.0,1.0,0.817137,3.47219,-2.99648,0.138735,True,False,A:La-Zr|B:Cr-Na,Multinary_Oxides
6347032a660f1387211b5448,6347032a660f1387211b5445,BiSrCuW_O6,BiSrCuWO6,Bi,Sr,Cu,W,3.0,2.0,1.0,6.0,0.917374,3.18322,-2.10363,0.096573,True,False,A:Bi-Sr|B:Cu-W,Multinary_Oxides
6347032a660f1387211b544a,6347032a660f1387211b5447,NdY_NbZrO6,NdYNbZrO6,Nd,Y,Nb,Zr,2.0,3.0,3.0,4.0,0.871376,3.77227,-3.34403,0.257443,True,False,A:Nd-Y|B:Nb-Zr,Multinary_Oxides
6347032a660f1387211b544c,6347032a660f1387211b5449,GdK_ZrV_O6,GdKZrVO6,Gd,K,V,Zr,3.0,1.0,4.0,4.0,0.956664,3.80269,-3.14263,0.0963934,True,False,A:Gd-K|B:V-Zr,Multinary_Oxides
6347032b103349a28b1b53fa,6347032a103349a28b1b53f8,NdPrDySiO6,NdPrDySiO6,Nd,Pr,Dy,Si,3.0,3.0,2.0,4.0,0.869228,2.69667,-3.39576,0.329931,True,False,A:Nd-Pr|B:Dy-Si,Multinary_Oxides
6347032b103349a28b1b53fb,6347032a103349a28b1b53f9,LiNaCeSeO6,LiNaCeSeO6,Li,Na,Ce,Se,1.0,1.0,4.0,6.0,0.883451,4.24415,-2.23263,0.240885,True,False,A:Li-Na|B:Ce-Se,Multinary_Oxides
6347032b103349a28b1b53fe,6347032b103349a28b1b53fc,LaLiMgMnO6,LaLiMgMnO6,La,Li,Mg,Mn,3.0,1.0,2.0,6.0,0.95155,4.37734,-2.3885,0.216638,True,False,A:La-Li|B:Mg-Mn,Multinary_Oxides
6347032b103349a28b1b53ff,6347032b103349a28b1b53fd,BaEuCuSbO6,BaEuCuSbO6,Ba,Eu,Cu,Sb,2.0,3.0,2.0,5.0,0.946804,2.99115,-2.29541,0.128116,True,False,A:Ba-Eu|B:Cu-Sb,Multinary_Oxides
6347032b103349a28b1b5402,6347032b103349a28b1b5400,BiK_NiW_O6,BiKNiWO6,Bi,K,Ni,W,3.0,1.0,2.0,6.0,0.969895,3.76637,-1.86063,0.0969471,True,False,A:Bi-K|B:Ni-W,Multinary_Oxides
6347032b660f1387211b544e,6347032a660f1387211b544b,DyNdGdNiO6,DyNdGdNiO6,Dy,Nd,Gd,Ni,3.0,2.0,3.0,4.0,0.877262,3.66992,-3.0732,0.143818,True,False,A:Dy-Nd|B:Gd-Ni,Multinary_Oxides
6347032b660f1387211b5452,6347032b660f1387211b544f,BaSmEuV_O6,BaSmEuVO6,Ba,Sm,Eu,V,2.0,2.0,3.0,5.0,0.945118,3.69333,-3.1174,0.155941,True,False,A:Ba-Sm|B:Eu-V,Multinary_Oxides
6347032b660f1387211b5454,6347032b660f1387211b5451,FeNaCoSiO6,FeNaCoSiO6,Fe,Na,Co,Si,4.0,1.0,3.0,4.0,0.886203,3.81199,-1.83592,0.267336,True,False,A:Fe-Na|B:Co-Si,Multinary_Oxides
6347032c103349a28b1b5403,6347032b103349a28b1b5401,LaMgInTiO6,LaMgInTiO6,La,Mg,In,Ti,3.0,2.0,3.0,4.0,0.849201,4.24494,-3.0995,0.123741,True,False,A:La-Mg|B:In-Ti,Multinary_Oxides
6347032c103349a28b1b5406,6347032c103349a28b1b5404,CaTiMgSnO6,CaTiMgSnO6,Ca,Ti,Mg,Sn,2.0,4.0,2.0,4.0,0.819639,4.369,-2.95716,0.1068,True,False,A:Ca-Ti|B:Mg-Sn,Multinary_Oxides
6347032c103349a28b1b5407,6347032c103349a28b1b5405,CrK_AlW_O6,CrKAlWO6,Cr,K,Al,W,2.0,1.0,3.0,6.0,0.941611,4.4302,-2.22571,0.363422,True,False,A:Cr-K|B:Al-W,Multinary_Oxides
6347032c103349a28b1b540a,6347032c103349a28b1b5408,FeNdNbNiO6,FeNdNbNiO6,Fe,Nd,Nb,Ni,2.0,3.0,5.0,2.0,0.854349,4.10943,-2.53112,0.158897,True,False,A:Fe-Nd|B:Nb-Ni,Multinary_Oxides
6347032c660f1387211b5456,6347032b660f1387211b5453,ZnK_ZrW_O6,ZnKZrWO6,K,Zn,W,Zr,1.0,2.0,5.0,4.0,0.912065,4.28569,-2.40605,0.241673,True,False,A:K-Zn|B:W-Zr,Multinary_Oxides
6347032d103349a28b1b540e,6347032d103349a28b1b540c,EuY_SbW_O6,EuYSbWO6,Eu,Y,Sb,W,2.0,3.0,3.0,4.0,0.875505,3.69935,-2.64277,0.156447,True,False,A:Eu-Y|B:Sb-W,Multinary_Oxides
6347032d103349a28b1b540f,6347032d103349a28b1b540d,CePrCaSeO6,CePrCaSeO6,Ce,Pr,Ca,Se,3.0,3.0,2.0,4.0,0.874675,2.58509,-2.84962,0.33148,True,False,A:Ce-Pr|B:Ca-Se,Multinary_Oxides
6347032d103349a28b1b5412,6347032d103349a28b1b5410,SrZrCrSiO6,SrZrCrSiO6,Sr,Zr,Cr,Si,2.0,4.0,2.0,4.0,0.906864,2.11192,-3.04798,0.23637,True,False,A:Sr-Zr|B:Cr-Si,Multinary_Oxides
6347032d103349a28b1b5413,6347032d103349a28b1b5411,NaTbCaMnO6,NaTbCaMnO6,Na,Tb,Ca,Mn,1.0,3.0,2.0,6.0,0.921593,4.0281,-2.43649,0.11714,True,False,A:Na-Tb|B:Ca-Mn,Multinary_Oxides
6347032d660f1387211b5458,6347032c660f1387211b5455,Sr2AlCrO6,Sr2AlCrO6,Sr,Sr,Al,Cr,2.0,2.0,3.0,5.0,1.05003,4.17119,-2.83709,0.11347,True,False,A:Sr-Sr|B:Al-Cr,Multinary_Oxides
6347032d660f1387211b545a,6347032d660f1387211b5457,MnSmGaHfO6,MnSmGaHfO6,Mn,Sm,Ga,Hf,2.0,3.0,3.0,4.0,0.856061,4.07206,-3.11876,0.0743694,True,False,A:Mn-Sm|B:Ga-Hf,Multinary_Oxides
6347032e103349a28b1b5416,6347032d103349a28b1b5414,Dy2MgZrO6,Dy2MgZrO6,Dy,Dy,Mg,Zr,3.0,3.0,2.0,4.0,0.828182,3.99802,-3.75487,0.0368129,True,True,A:Dy-Dy|B:Mg-Zr,Multinary_Oxides
6347032e103349a28b1b5418,6347032e103349a28b1b5415,BaInFeSbO6,BaInFeSbO6,Ba,In,Fe,Sb,2.0,3.0,2.0,5.0,0.901646,3.34055,-2.022,0.190166,True,False,A:Ba-In|B:Fe-Sb,Multinary_Oxides
6347032e103349a28b1b541a,6347032e103349a28b1b5417,CaSnMgZrO6,CaSnMgZrO6,Ca,Sn,Mg,Zr,2.0,4.0,2.0,4.0,0.825514,4.11932,-3.02189,0.107157,True,False,A:Ca-Sn|B:Mg-Zr,Multinary_Oxides
6347032e103349a28b1b541c,6347032e103349a28b1b5419,CrGdNiSiO6,CrGdNiSiO6,Cr,Gd,Ni,Si,3.0,3.0,2.0,4.0,0.821989,3.93259,-2.48896,0.360353,True,False,A:Cr-Gd|B:Ni-Si,Multinary_Oxides
6347032e660f1387211b545e,6347032d660f1387211b545c,EuK_FeSrO6,EuKFeSrO6,Eu,K,Fe,Sr,3.0,1.0,6.0,2.0,0.929436,3.82848,-1.717,0.489101,True,False,A:Eu-K|B:Fe-Sr,Multinary_Oxides
6347032e660f1387211b5460,6347032d660f1387211b545d,HfLaLiMnO6,HfLaLiMnO6,Hf,La,Li,Mn,4.0,3.0,1.0,4.0,0.862705,1.14729,-3.09615,0.12497,True,False,A:Hf-La|B:Li-Mn,Multinary_Oxides
6347032e660f1387211b5462,6347032e660f1387211b545f,NdY_GdTiO6,NdYGdTiO6,Nd,Y,Gd,Ti,2.0,3.0,3.0,4.0,0.85071,4.25522,-3.66679,0.139132,True,False,A:Nd-Y|B:Gd-Ti,Multinary_Oxides
6347032e660f1387211b5464,6347032e660f1387211b5461,BaZrMnSbO6,BaZrMnSbO6,Ba,Zr,Mn,Sb,2.0,4.0,3.0,3.0,0.89124,2.2563,-2.64864,0.181668,True,False,A:Ba-Zr|B:Mn-Sb,Multinary_Oxides
6347032f103349a28b1b541e,6347032e103349a28b1b541b,SmZnMnZrO6,SmZnMnZrO6,Sm,Zn,Mn,Zr,2.0,2.0,4.0,4.0,0.876463,4.42424,-2.90829,0.113528,True,False,A:Sm-Zn|B:Mn-Zr,Multinary_Oxides
6347032f103349a28b1b5420,6347032f103349a28b1b541d,CaNdAlCeO6,CaNdAlCeO6,Ca,Nd,Al,Ce,2.0,3.0,3.0,4.0,0.909738,3.24172,-3.59225,0.115937,True,False,A:Ca-Nd|B:Al-Ce,Multinary_Oxides
6347032f103349a28b1b5423,6347032f103349a28b1b5421,BiK_TiZnO6,BiKTiZnO6,Bi,K,Ti,Zn,5.0,1.0,4.0,2.0,0.887082,2.32612,-2.10218,0.131229,True,False,A:Bi-K|B:Ti-Zn,Multinary_Oxides
6347032f103349a28b1b5426,6347032f103349a28b1b5424,InPrMn2O6,InPrMn2O6,In,Pr,Mn,Mn,3.0,3.0,3.0,3.0,0.846972,3.19767,-2.36484,0.131637,True,False,A:In-Pr|B:Mn-Mn,Multinary_Oxides
6347032f103349a28b1b5427,6347032f103349a28b1b5425,DyLaCuHfO6,DyLaCuHfO6,Dy,La,Cu,Hf,3.0,3.0,2.0,4.0,0.874378,2.57316,-3.31678,0.129196,True,False,A:Dy-La|B:Cu-Hf,Multinary_Oxides
6347032f660f1387211b5466,6347032e660f1387211b5463,CoInFeSiO6,CoInFeSiO6,Co,In,Fe,Si,2.0,3.0,3.0,4.0,0.849632,4.27714,-2.01112,0.167085,True,False,A:Co-In|B:Fe-Si,Multinary_Oxides
6347032f660f1387211b5468,6347032e660f1387211b5465,BiV_LiSeO6,BiVLiSeO6,Bi,V,Li,Se,3.0,2.0,1.0,6.0,0.845685,4.30636,-1.64687,0.339668,True,False,A:Bi-V|B:Li-Se,Multinary_Oxides
6347032f660f1387211b546a,6347032f660f1387211b5467,BaCaAlW_O6,BaCaAlWO6,Ba,Ca,Al,W,2.0,2.0,3.0,5.0,1.02803,3.87183,-2.91609,0.179898,True,False,A:Ba-Ca|B:Al-W,Multinary_Oxides
63470330103349a28b1b542a,63470330103349a28b1b5428,GaNdGeZnO6,GaNdGeZnO6,Ga,Nd,Ge,Zn,3.0,3.0,4.0,2.0,0.814823,4.43465,-2.52279,0.0922779,True,False,A:Ga-Nd|B:Ge-Zn,Multinary_Oxides
63470330103349a28b1b542b,63470330103349a28b1b5429,SmTbSbV_O6,SmTbSbVO6,Sm,Tb,Sb,V,2.0,3.0,5.0,2.0,0.880086,3.62746,-2.93075,0.158029,True,False,A:Sm-Tb|B:Sb-V,Multinary_Oxides
63470330660f1387211b546c,6347032f660f1387211b5469,DyHfCoLiO6,DyHfCoLiO6,Dy,Hf,Co,Li,3.0,4.0,4.0,1.0,0.814815,3.0929,-2.86801,0.0695967,True,False,A:Dy-Hf|B:Co-Li,Multinary_Oxides
63470330660f1387211b546e,63470330660f1387211b546b,SnK_HfSbO6,SnKHfSbO6,K,Sn,Hf,Sb,1.0,4.0,4.0,3.0,0.869394,3.81149,-2.51497,0.112666,True,False,A:K-Sn|B:Hf-Sb,Multinary_Oxides
63470330660f1387211b5470,63470330660f1387211b546d,NdK_NbPrO6,NdKNbPrO6,K,Nd,Nb,Pr,1.0,2.0,5.0,4.0,0.954347,3.95092,-3.29939,0.061806,True,False,A:K-Nd|B:Nb-Pr,Multinary_Oxides
63470331103349a28b1b542e,63470330103349a28b1b542c,MnK_HfW_O6,MnKHfWO6,K,Mn,Hf,W,1.0,2.0,4.0,5.0,0.924546,4.22971,-2.50906,0.234869,True,False,A:K-Mn|B:Hf-W,Multinary_Oxides
63470331103349a28b1b542f,63470330103349a28b1b542d,GdK_GeHfO6,GdKGeHfO6,Gd,K,Ge,Hf,3.0,1.0,4.0,4.0,0.970872,3.82841,-3.09107,0.0952604,True,False,A:Gd-K|B:Ge-Hf,Multinary_Oxides
63470331103349a28b1b5432,63470331103349a28b1b5430,CaHfGaNiO6,CaHfGaNiO6,Ca,Hf,Ga,Ni,2.0,4.0,3.0,3.0,0.874209,2.56107,-2.64325,0.119944,True,False,A:Ca-Hf|B:Ga-Ni,Multinary_Oxides
63470331103349a28b1b5433,63470331103349a28b1b5431,LaMgMnV_O6,LaMgMnVO6,La,Mg,Mn,V,3.0,2.0,4.0,3.0,0.899468,3.4952,-2.80439,0.188072,True,False,A:La-Mg|B:Mn-V,Multinary_Oxides
63470331660f1387211b5472,63470330660f1387211b546f,BiSmCoLiO6,BiSmCoLiO6,Bi,Sm,Co,Li,5.0,2.0,4.0,1.0,0.843687,1.73362,-2.12778,0.0416765,True,True,A:Bi-Sm|B:Co-Li,Multinary_Oxides
63470331660f1387211b5474,63470331660f1387211b5471,EuY_AlMnO6,EuYAlMnO6,Eu,Y,Al,Mn,2.0,3.0,3.0,4.0,0.955921,3.29707,-3.06035,0.159313,True,False,A:Eu-Y|B:Al-Mn,Multinary_Oxides
63470331660f1387211b5478,63470331660f1387211b5475,BaY_GdNbO6,BaYGdNbO6,Ba,Y,Gd,Nb,2.0,3.0,3.0,4.0,0.877882,3.67149,-3.42591,0.164871,True,False,A:Ba-Y|B:Gd-Nb,Multinary_Oxides
63470332103349a28b1b5437,63470331103349a28b1b5435,DyNdCeNiO6,DyNdCeNiO6,Dy,Nd,Ce,Ni,3.0,3.0,4.0,2.0,0.835716,3.80446,-3.24515,0.152804,True,False,A:Dy-Nd|B:Ce-Ni,Multinary_Oxides
63470332103349a28b1b543a,63470332103349a28b1b5438,EuSnCuV_O6,EuSnCuVO6,Eu,Sn,Cu,V,2.0,4.0,1.0,5.0,0.853345,3.02893,-2.21843,0.132518,True,False,A:Eu-Sn|B:Cu-V,Multinary_Oxides
63470332103349a28b1b543b,63470332103349a28b1b5439,BaEuCrMnO6,BaEuCrMnO6,Ba,Eu,Cr,Mn,2.0,2.0,2.0,6.0,1.05653,4.09326,-2.51583,0.13598,True,False,A:Ba-Eu|B:Cr-Mn,Multinary_Oxides
63470332660f1387211b547a,63470331660f1387211b5477,BaPrCrTbO6,BaPrCrTbO6,Ba,Pr,Cr,Tb,2.0,4.0,2.0,4.0,0.870909,2.69493,-3.16499,0.0960334,True,False,A:Ba-Pr|B:Cr-Tb,Multinary_Oxides
63470332660f1387211b547c,63470332660f1387211b5479,SrW_FeNiO6,SrWFeNiO6,Sr,W,Fe,Ni,2.0,6.0,2.0,2.0,0.801498,2.84475,-2.01144,0.228999,True,False,A:Sr-W|B:Fe-Ni,Multinary_Oxides
63470332660f1387211b547e,63470332660f1387211b547b,PrTbCoSeO6,PrTbCoSeO6,Pr,Tb,Co,Se,3.0,3.0,2.0,4.0,0.886986,2.34507,-2.48563,0.168437,True,False,A:Pr-Tb|B:Co-Se,Multinary_Oxides
63470332660f1387211b547f,63470332660f1387211b547d,NaK_CoMnO6,NaKCoMnO6,K,Na,Co,Mn,1.0,1.0,3.0,7.0,1.06523,4.33732,-1.09205,0.460287,True,False,A:K-Na|B:Co-Mn,Multinary_Oxides
